name,address,rating,number_of_reviews,affluence
Red Heart Fast Food,"Debidwar Pourashava, দেবিদ্বার, Bangladesh",3.8,8.0,0.0
Sk Sazzat,"Chapanagar Rd, Debidwar, Bangladesh",0.0,0.0,0.0
Monir Hotel,"গোমতী বেড়িবাঁধ সড়ক, Subil, Bangladesh",3.5,6.0,0.0
Hazi Biriyani House,"Debidwar Bus Stop, Debidwar Pourashava, Bangladesh",2.5,2.0,0.0
ভোজন বিলাস রেস্তোঁরা এন্ড পার্টি সেন্টার,"Comilla - Sylhet Hwy, Debidwar, Bangladesh",4.3,3.0,0.0
নিরাপদ হোটেল,"JX3Q+4H8, Pourashava, Bangladesh",3.4,11.0,0.0
Sadia Restaurant & Fast Food,"JX4Q+GGR, Pourashava, Bangladesh",3.3,11.0,0.0
Kacchi Nagar কাচ্চি নগর,"Purbo Para Road, Homna, Bangladesh",4.6,11.0,0.0
রান্নাঘর রেস্টুরেন্ট এন্ড জুস বার,"MQMM+5FG, Homna, Bangladesh",4.8,4.0,0.0
Bonjour fast food and cafe,"Homna, Bangladesh",4.6,28.0,0.0
Molla Restaurant,"34 Homna Bazar Road, Homna 3546 Homna Bazar Road, Homna 3546, Bangladesh",3.6,33.0,1.0
Alif Kabab Ghor,"MQMH+45X, Homna, Bangladesh",4.6,5.0,0.0
ADDA Cafe & Restaurant,"Nilokhi, Homna 3546, Bangladesh",0.0,0.0,0.0
CFC & COFFE SHOP,"34 3546 Homna Bazar Road, Homna 3546, Bangladesh",0.0,0.0,0.0
সাইদুর ঝাল মুড়ি,"Homna Bazar Road, Homna 3546, Bangladesh",0.0,0.0,0.0
Golden Spoon Restaurant,"MQPG+GV, Kalikapur, Bangladesh",2.7,3.0,0.0
খাবার রাজ্য ( Khabar Rajjo),"3546 Homna Bazar Road, Homna, Bangladesh",0.0,0.0,0.0
"নদীরপাড়,রাধানগর","PQ2H+RCR, Bangladesh",0.0,0.0,0.0
রেহান'স কিচেন,"পৌর সুপার মার্কেট, Homna, Bangladesh",5.0,1.0,0.0
Garden Restaurant,"Launch Ghat Road, Homna 3546, Bangladesh",3.6,33.0,0.0
Hotel Mizan হোটেল মিজান,"MQMM+54M, Homna, Bangladesh",4.5,4.0,0.0
Muslim biriyani house and sweets,"Titas Thana, Homna Gouripur Road, Homna 3517, Bangladesh",5.0,1.0,0.0
Bosirchad hotel,"Bus Stop, Homna 3546, Bangladesh",5.0,4.0,0.0
Hotel Harun,"MQGH+2VW, Homna, Bangladesh",2.9,7.0,0.0
Hotel Shahjahan,"Homna Bazar Road, Homna, Bangladesh",3.7,3.0,0.0
শাহাজাহান ষ্টোর,"64JF+P5X, Laksam, Bangladesh",0.0,0.0,0.0
নতুন দোকান,"64VF+GXP, Laksam, Bangladesh",4.7,3.0,0.0
লাকসাম গ্রীন ক্যেসেল রেস্টুরেন্টে,"R141, Laksam, Bangladesh",4.0,2.0,0.0
Sheraton Hotel & Restaurant,"A185, Laksam, Bangladesh",3.9,184.0,2.0
Nabab's Dine,"Laksam Upazila, 3570, Bangladesh",4.0,45.0,0.0
ঢাকা রেস্তোরা,"64QF+8MC, Laksam, Bangladesh",0.0,0.0,0.0
Banoful,"Laksham Bypass Rd, Laksam, Bangladesh",4.1,403.0,0.0
কবির স্টোর & পরোটা হাউস,"64VF+CHR, Laksam, Bangladesh",5.0,3.0,0.0
স্বদেশ রেস্তোরাঁ এন্ড পার্টি সেন্টার,"19, R141, লাকসাম, Bangladesh",4.1,9.0,0.0
Dream Food & Restaurant,"R141, Laksam, Bangladesh",4.6,10.0,0.0
The Green View Restaurant & Party center,"লাকসাম-নাঙ্গলকোট রোড, Nangalkot, Bangladesh",3.9,13.0,0.0
ভূঁইয়া হোটেল এন্ড রেস্টুরেন্ট,"Chauddagram, Road Laksham Bypass Rd, লাকসাম, Bangladesh",4.0,2.0,0.0
হেদায়েত আলী বাংলা হোটেল,"গন্ডামারা রোড , পূর্ব লাকসাম, ৮ নং ওয়ার্ড, লাকসাম, Bangladesh",2.8,5.0,0.0
Nabab's Dine 2.0,"Baipas, Laksam 3570, Bangladesh",5.0,4.0,0.0
Sonar Bangla Hotel & Restaurant সোনার বাংলা হোটেল এন্ড রেস্টুরেন্ট,"Exit Road, Laksam, Bangladesh",5.0,1.0,0.0
বনফুল,"চাউল বাজার, রেইল গেইটের দক্ষিন পাশে, লাকসাম, Bangladesh",5.0,2.0,0.0
ক্যাফে মধুবন,"Old Bus Stoop, Laksam, Bangladesh",5.0,4.0,0.0
Diamond Hotel & Restaurant,"64QF+8R5, Laksam, Bangladesh",3.3,4.0,0.0
Comilla Restaura,"A185, Laksam, Bangladesh",4.1,27.0,0.0
নিঝুম পার্ক এন্ড রেস্টুরেন্ট,"7452+HG4, Bangladesh",5.0,4.0,0.0
Khaza Necaria Hotel and restrudent,"Exit Road, Laksam, Bangladesh",0.0,0.0,0.0
AL-BAIK restaurant,"R141, Laksam, Bangladesh",3.0,6.0,0.0
হাবিব বিরিয়ানি এন্ড কফি হাউজ,"Duria Bisnapur Rd, Bangladesh",0.0,0.0,0.0
Dhaka Burger,"Laksam 3570, Bangladesh",4.5,2.0,0.0
বাবুল টি ষ্টোর,"ভোজপাড়া, Bangladesh",5.0,1.0,0.0
আনোয়ার চটপটি হাউজ,"R141, Laksam, Bangladesh",0.0,0.0,0.0
Food Heaven- Laksam,"A185, Laksam, Bangladesh",4.5,4.0,0.0
Mokka Hotel & Restaurant,"Misree-Dakhinpara Road, Bangladesh",3.8,6.0,0.0
রেডিসন চাইনিজ এন্ড পার্টি সেন্টার - Best Restaurant in Laksam,"221 Noor Plaza, Bypass Road, লাকসাম, Bangladesh",3.7,46.0,0.0
Haji Biriyani,"Comilla- Laksam- Sonaimuri-Noakhali Hwy, Laksam, Bangladesh",3.9,16.0,0.0
"Laksam,noyakhali Rellway-road.","কবুতর বাজার রোড, Laksam, Bangladesh",4.2,17.0,0.0
Sojib Group,"Laksam Upazila, Laksam 3570, Bangladesh",0.0,0.0,0.0
Habib Biriyani & Coffee House,"Duria Bisnapur Rd, Bangladesh",0.0,0.0,0.0
আজমিরী হোটেল এন্ড রেস্টুরেন্ট,"743F+W86, Bangladesh",3.9,15.0,0.0
Laksam Kacchi Bai (কাচ্চি ভাই),"222,nur plaza, baipas, Laksam 3570, Bangladesh",0.0,0.0,0.0
Anika tahsin,"Laksam, Bangladesh",1.0,1.0,0.0
Al Arafat Restaurant,"New Road, Laksam, Bangladesh",3.3,4.0,0.0
সিংসজোড় পশ্চিম পাড়া,"64QF+98F, Laksam, Bangladesh",0.0,0.0,0.0
Trust Time Pass,"Exit Road, Laksam, Bangladesh",5.0,1.0,0.0
হোটেল অফ এশিয়া,"64Q8+XPX, Laksam, Bangladesh",4.2,44.0,0.0
Comilla Restora 2,"Rail Gate, Laksam, Bazar, লাকসাম, Bangladesh",3.8,220.0,1.0
কুমিল্লা রেস্তোরাঁ,"Poschimgon,Raj-ghat.Dhopa-pokor par, Bangladesh",3.7,7.0,0.0
জিরো পয়েন্ট || Zero Point,"Upazilla Rd, Laksam, Bangladesh",4.0,4.0,0.0
মাহাবুব বিরিয়ানি হাউজ,"R141, Bangladesh",0.0,0.0,0.0
Al Madina Sweets,"64QC+H43, Laksam, Bangladesh",4.1,45.0,0.0
Makka Biriani House,"Khalek Shopping Complex,Bypass Lkasham.Comilla, Laksam, Bangladesh",3.9,8.0,0.0
Zamzam Sweets & Restaurent,"64QF+CH2, Laksam, Bangladesh",4.0,32.0,0.0
আগমন ফুড পার্ক এন্ড কমিউনিটি সেন্টার,"Laksam - Muddafarganj Rd, Muddafarganj, Bangladesh",4.0,192.0,0.0
Meghna Hotel & Restaurant,"Laksam Junction Bus Stand, Station Rd, Bangladesh",4.3,3.0,0.0
Byhan Hotel & Restaurant,"19 Comilla- Laksam- Sonaimuri-Noakhali Hwy, Laksam, Bangladesh",3.3,7.0,0.0
Kutum bari restaurant,"Project koloni, Laksam, Bangladesh",4.0,5.0,0.0
Cafe Catering & Avizat Hotel.,"Laksam Railway Junction, Station Rd, 3570, Bangladesh",5.0,1.0,0.0
Suruj Mia's Hotel,"64Q9+R42, Laksam, Bangladesh",5.0,2.0,0.0
AZMIR HOTEL,"64Q9+JM8, Laksam, Bangladesh",4.5,4.0,0.0
আল্লাহর দান হোটেল এন্ড রেষ্টুরেন্ট,"Laksam Junction Bus Stand, Station Rd, Bangladesh",4.4,7.0,0.0
aklima hotel & restaurent,"64P8+2J6, Bangladesh",5.0,1.0,0.0
Beauty Hotel and Restaurant,"কবুতর বাজার রোড, Laksam, Bangladesh",5.0,1.0,0.0
Hotel Mohammodiya & Biriany House,"64QF+9C4, Laksam, Bangladesh",5.0,2.0,0.0
লোকমান চা স্টোর,"19 Comilla- Laksam- Sonaimuri-Noakhali Hwy, Laksam, Bangladesh",5.0,1.0,0.0
Hazi Biriany House,"19 M142, Laksam, Bangladesh",3.3,4.0,0.0
লালমাই হোটেল এন্ড রেস্টুরেন্ট,"944W+FGG, Bangladesh",5.0,1.0,0.0
ক্যাফে ডাকাতিয়া,"Bagmara - Doulat Pur Rd, Lalmai, Bangladesh",0.0,0.0,0.0
ভাই ভাই র্ভতার হোটেল এন্ড রেস্তোরাঁ,"Lalmai, লাকসাম সড়ক, কুমিল্লা, Bangladesh",5.0,2.0,0.0
নিরিবিলি রেস্তোরা এন্ড মেজবানি,"Comilla - Laksam - Sonaimuri - Chowmohani - Noakhali Hwy, Bangladesh",5.0,2.0,0.0
Shahjalal Hotel,"Lalmai-Barura Rd, 3500, Bangladesh",4.3,3.0,0.0
ওহাব হোটেল এন্ড রেস্টুরেন্ট,"Comilla - Chandpur Hwy, Bangladesh",4.1,128.0,0.0
resturent,"Comilla - Chandpur Hwy, Bangladesh",0.0,0.0,0.0
আল্লাহর দান ফাস্টফুড চটপটি ফুচকা হালিম ক্যাফে,"Comilla - Laksam - Sonaimuri - Chowmohani - Noakhali Hwy, Bangladesh",5.0,3.0,0.0
Bhai Bhai Hotel & Restaurant,"944W+6MM, Bangladesh",4.0,12.0,0.0
সাগর-সৈকত হোটেল এন্ড মিষ্টি বিতান,"south, R141, Bangladesh",3.5,6.0,0.0
Cumilla hatchery quarter,"949R+G29, Bangladesh",5.0,2.0,0.0
"Kabir store,mongul mura","Unnamed Road, Bangladesh",0.0,0.0,0.0
হোটেল আল রাজ্জাক,"94GM+QGQ, Bangladesh",4.0,1.0,0.0
নূর চটপটি হাউজ বাগমারা /পারভেজ আলম/,"84QW+FG3, Bangladesh",4.0,4.0,0.0
মেঘনা ক্যাফেটেরিয়া এন্ড জুস হাউজ,"JPM4+R36, Meghna, Bangladesh",5.0,1.0,0.0
আরাম আয়েশ রেস্টুরেন্ট,"JMHX+88P, Meghna, Bangladesh",0.0,0.0,0.0
Munshi Gazi Hotel,"Thana Road, Meghna, Bangladesh",5.0,1.0,0.0
AJ.RAYEM BADSHA,"JPG2+GJ6, Meghna, Bangladesh",0.0,0.0,0.0
সোনারচর চর দক্ষিনপাড়া অটো স্ট্যান্ড,"JP69+P63, Bangladesh",5.0,1.0,0.0
ইসরাফিল ভাইয়া,"4469+R4C, Natherpetua, Bangladesh",5.0,1.0,0.0
Safsyet,"A176, Natherpetua, Bangladesh",0.0,0.0,0.0
New Sheraton Restaurant,"4468+W7X, Natherpetua, Bangladesh",3.8,29.0,0.0
হাজী কাচ্চি ঘর (Haji kacchi Ghor),"4468+V89, Natherpetua, Bangladesh",3.0,1.0,0.0
খাঁন হোটেল এন্ড রেস্টুরেন্ট,"4477+3X9, Natherpetua, Bangladesh",0.0,0.0,0.0
Farid Tea stall,"Batachow,word no-06,Natherpetua, Bangladesh",5.0,3.0,0.0
Montu Tea Stall,"44GG+WR9, Pujkora, Bangladesh",5.0,1.0,0.0
নুরু রেস্টুরেন্ট,"44HP+W96, Bangladesh",4.3,3.0,0.0
রাইয়ান স্টোর,"44J2+2G9, Bangladesh",5.0,1.0,0.0
পুজকরা বাজার আলী ষ্টোর,"44GG+RVW, Pujkara, Bangladesh",4.0,4.0,0.0
সুজন টি স্টোর,"PW8P+8MM, Kagatua, Bangladesh",3.0,2.0,0.0
মহোন স্টোর,"Gotroshal Road, Nangalkot, Bangladesh",0.0,0.0,0.0
Food Station ফুড ষ্টেশন,"559X+2HR, Nangalkot, Bangladesh",5.0,7.0,0.0
আর্মির দোকান,"56M2+WJX, Nangalkot, Bangladesh",5.0,2.0,0.0
কুয়েত রেস্তোরাঁ,"খিলা-নাঙ্গলকোট রোড, Nangalkot, Bangladesh",3.0,2.0,0.0
নান্না বিরিয়ানী হাউজ- Nanna Biriany House,"লাকসাম-নাঙ্গলকোট রোড, Nangalkot, Bangladesh",5.0,1.0,0.0
Bahrine Restauernt,"55CX+3MG, Nangalkot, Bangladesh",4.0,1.0,0.0
RESTAURANTS,"Monnara Bazar, Hazi Siraj Showdagor Market 2nd floor, Nangalkot 3583, Bangladesh",5.0,2.0,0.0
"নবাব শাহী বিরিয়ানী, নাঙ্গলকোট","A190, Nangalkot, Bangladesh",0.0,0.0,0.0
(ভূইয়া কিচেন) BHUIYAN KITCHEN,"খিলা-নাঙ্গলকোট রোড, Nangalkot, Bangladesh",1.0,1.0,0.0
মেসার্স আব্দুর রহিম স্টোর,"লাকসাম-নাঙ্গলকোট রোড, Nangalkot, Bangladesh",0.0,0.0,0.0
Raj Food & Juice Bar,"558X+XM, Nangalkot, Bangladesh",5.0,1.0,0.0
Mijan Hotel,"খিলা-নাঙ্গলকোট রোড, Nangalkot, Bangladesh",5.0,2.0,0.0
Mohammed house,"Unnamed Road, Bangladesh",1.0,1.0,0.0
tania hotel,"লাকসাম-নাঙ্গলকোট রোড, Nangalkot, Bangladesh",4.1,105.0,0.0
হাবিব ষ্টোর,"559X+Q46, Nangalkot, Bangladesh",5.0,2.0,0.0
সাজু,"559X+Q46, Nangalkot, Bangladesh",0.0,0.0,0.0
Patwer Uttorpara Dokan,"559X+Q46, Nangalkot, Bangladesh",0.0,0.0,0.0
বিসমিল্লাহ সুইটস,"লোটাস চত্বর, Nangalkot, Bangladesh",4.0,1.0,0.0
Mohon Store,"Unnamed Road, Nangalkot, Bangladesh",3.3,3.0,0.0
Food Park Resort & Restaurant,"558R+XWG, Nangalkot, Bangladesh",3.8,5.0,0.0
আমাদের দোকান,"Unnamed Road, Bangladesh",3.7,3.0,0.0
তুলাপুকুরিয়া হাবা হোটেল,"5694+GXP, Nangalkot, Bangladesh",4.0,1.0,0.0
Al Modina Hotel,"559X+4FG, Nangalkot, Bangladesh",3.6,5.0,0.0
Butterfly,"লাকসাম-নাঙ্গলকোট রোড, Nangalkot, Bangladesh",4.8,6.0,0.0
স্বপ্নচুঁড়া রিসোর্ট এন্ড কাবাব হাউজ,"লাকসাম-নাঙ্গলকোট রোড, Nangalkot, Bangladesh",3.5,53.0,1.0
মেসার্স ইমন কনফেকশনারী এন্ড টেলিকম,"nangolkot road, নাঙ্গলকোট, Bangladesh",0.0,0.0,0.0
সুজন হোটেল,"559X+5WV, Nangalkot, Bangladesh",4.0,6.0,0.0
তিতাস ফ্রাই চিকেন এন্ড বিরিয়ানি হাউজ,"Bus Stop, Gazipur, Bangladesh",4.0,1.0,0.0
Al-bari sweets & Restaurant,"Machhimpur-Raipur Road, Bangladesh",0.0,0.0,0.0
কুঁড়েঘর ক্যাফে এন্ড রেস্টুরেন্ট,Bangladesh,5.0,6.0,0.0
Al-Bari Restaurant,"Machhimpur Road, Machhimpur, Bangladesh",4.5,2.0,0.0
Merchant Home Nayem Aryean,"HRQ5+75V, Titas, Bangladesh",4.8,4.0,0.0
Green leaf restitution,"Gouripur - Homna Hwy, Gazipur, Bangladesh",3.5,2.0,0.0
বিসমিল্লাহ কমিউনিটি সেন্টার,"JQ9X+H4R, Bangladesh",4.6,8.0,0.0
খাজা শাহী হালিম,"Machhimpur-Raipur Road, Bangladesh",4.0,4.0,0.0
MEET RESTAURANT,"2GQ7+QHR, Chhagalnaiya, Bangladesh",4.9,10.0,0.0
Moubon Sweets and Restaurant,"ফেনী - ছাগলনাইয়া সড়ক, Chhagalnaiya 3910, Bangladesh",4.0,364.0,2.0
Bangladesh Restaurant,"2GQ7+HQX, Chhagalnaiya, Bangladesh",3.0,1.0,0.0
Food Zone,"Feni Rd, Chhagalnaiya 3910, Bangladesh",4.2,26.0,0.0
আরাফাত হোটেল এন্ড বিরিয়ানী হাউজ,"Feni Rd, Chhagalnaiya, Bangladesh",1.0,1.0,0.0
কিছুক্ষণ কুলিং কর্ণার দোকান,"Chhagalnaiya - Box Mahmud Rd, Chhagalnaiya, Bangladesh",0.0,0.0,0.0
হাজী বিরিয়ানি হাউস,"2GQ7+RM5, Chhagalnaiya, Bangladesh",5.0,1.0,0.0
মদিনা হোটেল,"Chhagalnaiya - Muhuriganj Rd, Gopal Union, Bangladesh",5.0,3.0,0.0
Bismillah Hotel,"2GQ8+V8R, Chhagalnaiya, Bangladesh",0.0,0.0,0.0
Anwar Hotel,"Feni Rd, Chhagalnaiya, Bangladesh",0.0,0.0,0.0
Comok hotel চমক,"ছাগল নাইয়া বাজার, ছাগলনাইয়া, Bangladesh",0.0,0.0,0.0
CFC,"কাশেম প্লাজা দ্বিতীয় ও তৃতীয় তলা, Chhagalnaiya, Bangladesh",4.2,5.0,2.0
Kasham Garden,"Chhagalnaiya City Center, Chhagalnaiya - Muhuriganj Rd, Chhagalnaiya, Bangladesh",0.0,0.0,0.0
Chowdhury Gazi Badi,"Chhagalnaiya 3900, Bangladesh",5.0,1.0,0.0
জালালিয়া সুইটস এন্ড পেষ্ট্রি সপ ছাগলনাইয়া,"ফেনী - ছাগলনাইয়া সড়ক, Chhagalnaiya 3910, Bangladesh",5.0,3.0,0.0
mahin ti stal,"Banani Para Rd, Chhagalnaiya, Bangladesh",0.0,0.0,0.0
আম্মানী বিরিয়ানি হাউজ,"2GQ8+9V4, Chhagalnaiya, Bangladesh",0.0,0.0,0.0
New Bangla Hotel,"Feni Rd, Chhagalnaiya, Bangladesh",4.2,5.0,0.0
Misti Mela and Biriyani House,"2GQ7+QHW, Chhagalnaiya, Bangladesh",0.0,0.0,0.0
নবান্ন ফুড এন্ড কাবাব এন্ড বিরিয়ানি হাউজ,"Khushipur Rd, Khushipur, Bangladesh",4.0,3.0,0.0
Relax Kabab House and Community centre.,"Gazaria Rd, Daganbhuiyan, Bangladesh",5.0,5.0,0.0
Keronia fast food and Cafe,"B162, Purba Chandrapur, Bangladesh",0.0,0.0,0.0
Maizuddin Bhuiya Badi,"X8CC+3XJ, South Neaz Pur, Bangladesh",5.0,1.0,0.0
সিরাজ ষ্টোর,"X8J7+9P7, Khushipur, Bangladesh",3.7,3.0,0.0
Masud Store,"Khushipur Rd, Khushipur, Bangladesh",5.0,2.0,0.0
মন্নান চটপটি হাউজ,"Khushipur Rd, Khushipur, Bangladesh",5.0,3.0,0.0
মায়ের দোয়া হোটেল,"46RH+JRJ, Amtali, Bangladesh",0.0,0.0,0.0
Last bite restaurent.,"46JJ+Q9P, Amtali, Bangladesh",4.0,1.0,0.0
Royal Hotel and Restaurant,"456 Pallobi Rd, Amtali 8710, Bangladesh",4.0,51.0,1.0
Vokto Hotel & Restaurant,"College Rd, Amtali, Bangladesh",4.0,2.0,0.0
জামাই হোটেল,"Amtali Launchghat, Launch Ghat Rd, আমতলী, Bangladesh",5.0,1.0,0.0
হোটেল দোহা আল মুত্তাকীন এন্ড রেস্তোরাঁ,"Dhaka - Kuakata Hwy, Amtali, Bangladesh",3.0,1.0,0.0
Hotel Sokal Sondha,"46MJ+55, R881, আমতলী, Bangladesh",4.0,54.0,0.0
তাজমহল ক্যাফে এন্ড পার্টিসেন্টার (Taj Mahal Cafe & Party Center),"46JJ+V74, Amtali, Bangladesh",4.3,4.0,0.0
গোপাল দা'এর সিংগারা পয়েন্ট,"Feri Ghat Rd, Amtali, Bangladesh",5.0,4.0,0.0
Cafe Delight,"Bandor Primary Road, Amtali 8710, Bangladesh",4.6,9.0,0.0
food bank,"college route, Amtali, Bangladesh",4.4,5.0,0.0
Biswas Hotel & Restora,"46MJ+25J, Amtali, Bangladesh",4.7,7.0,0.0
আলিফা মহল,"Eid Gha Rd, Amtali, Bangladesh",0.0,0.0,0.0
rohim tea stol,"46MP+GFG, Amtali, Bangladesh",0.0,0.0,0.0
ভাই এর পেম কাহিনী,"46MP+GFG, Amtali, Bangladesh",0.0,0.0,0.0
মুনিম,"Dhaka - Kuakata Hwy, Amtali, Bangladesh",5.0,1.0,0.0
Pairarpar Hotel,"Feri Ghat Rd, Amtali, Bangladesh",3.0,4.0,0.0
Pasu Store.,"Mohila College Rd, Amtali, Bangladesh",5.0,3.0,0.0
Dhoha Hotel and Restaurant,"46MJ+C85, Amtali, Bangladesh",3.6,13.0,0.0
ভাই ভাই হোটেল,"46RH+7JG, Amtali, Bangladesh",3.3,11.0,0.0
সোহরাবের হোটেল,"839W+HM3, Bamna, Bangladesh",5.0,1.0,0.0
Gazi Restaurant,"Police Station road, Bamna 8700, Bangladesh",4.3,3.0,0.0
মেসার্স সরদার ফিড,"Bamna Hospital Road, Bamna, Bangladesh",0.0,0.0,0.0
সুভাষ মিস্টান্ন ভান্ডার,"835V+GHF, Bamna, Bangladesh",3.7,15.0,0.0
রিপন মিষ্টান্ন ভান্ডার Ripon Sweet Store,"835V+PF3, Bamna, Bangladesh",4.0,1.0,0.0
Pizzaro,"Bamna Hospital Road, Bamna, Bangladesh",5.0,5.0,0.0
Love Bird Restaurant & Cafe,"Rasel Square, Barguna 8700, Bangladesh",3.9,26.0,0.0
"Gazi Kitchen গাজী কিচেন,বরগুনা","Banga Bandhu Road, Barguna, Bangladesh",4.2,62.0,0.0
RIVER VIEW Chinese Restaurant & Party Center,"Sadar Road, Barguna 8700, Bangladesh",4.2,75.0,0.0
মতুয়া সিংগারা পয়েন্ট,"Gosai Bari Rd, Bangladesh",2.0,1.0,0.0
মামা খিচুড়ী,"546C+624, Barguna, Bangladesh",0.0,0.0,0.0
মামার দোকান,"546C+624, Barguna, Bangladesh",0.0,0.0,0.0
সীতাকুঞ্জ থ্রি ব্রাদার আশুতোষ,"Gosai Bari Rd, Barguna, Bangladesh",0.0,0.0,0.0
রুহুল আমিন স্টোর,"R880, Barguna, Bangladesh",0.0,0.0,0.0
আল্লাহর দান ভাতের হোটেল,"Sadar Road, Barguna, Bangladesh",5.0,1.0,0.0
স্বপ্ন হোটেল,"Borguna Hwy, Bangladesh",4.8,8.0,0.0
Mollah Kitchen। মোল্লা কিচেন,"Kg School, Rd, Barguna, Bangladesh",4.5,2.0,0.0
হালুইপট্টী,"5459+PV5, Barguna, Bangladesh",0.0,0.0,0.0
Coffe House,"Unnamed Road, বরগুনা, Bangladesh",0.0,0.0,0.0
হোটেল বে অব বেঙ্গল,"Sadar road, Barguna 8700, Bangladesh",4.1,162.0,0.0
"চিকেন পয়েন্ট, বরগুনা।","Barguna Branch Rd, Barguna 8700, Bangladesh",0.0,0.0,0.0
"Hotel Takdir, Barguna","R880, Barguna, Bangladesh",4.4,11.0,0.0
